content,subject,topic,source_file,difficulty,word_count,complexity_score
"no: 1 | topic: Atom | description: Atom: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Atom,chemistry_topics_1000_unique.csv,easy,24,1.0
"no: 872 | topic: Spectroscopic Identification of nitrile by HPLC | description: Spectroscopic Identification of nitrile by HPLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by HPLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 873 | topic: Spectroscopic Identification of nitrile by TLC | description: Spectroscopic Identification of nitrile by TLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by TLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 874 | topic: Spectroscopic Identification of nitrile by MS | description: Spectroscopic Identification of nitrile by MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 875 | topic: Spectroscopic Identification of nitrile by XRD | description: Spectroscopic Identification of nitrile by XRD: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by XRD,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 876 | topic: Spectroscopic Identification of nitrile by DSC | description: Spectroscopic Identification of nitrile by DSC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by DSC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 877 | topic: Spectroscopic Identification of nitrile by TGA | description: Spectroscopic Identification of nitrile by TGA: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by TGA,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 878 | topic: Spectroscopic Identification of nitrile by ICP‑MS | description: Spectroscopic Identification of nitrile by ICP‑MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by ICP‑MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 879 | topic: Spectroscopic Identification of nitrile by Ion Chromatography | description: Spectroscopic Identification of nitrile by Ion Chromatography: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of nitrile by Ion Chromatography,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 880 | topic: Spectroscopic Identification of ether by IR | description: Spectroscopic Identification of ether by IR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by IR,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 881 | topic: Spectroscopic Identification of ether by ¹H NMR | description: Spectroscopic Identification of ether by ¹H NMR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by ¹H NMR,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 882 | topic: Spectroscopic Identification of ether by ¹³C NMR | description: Spectroscopic Identification of ether by ¹³C NMR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by ¹³C NMR,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 883 | topic: Spectroscopic Identification of ether by UV–Vis | description: Spectroscopic Identification of ether by UV–Vis: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by UV–Vis,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 884 | topic: Spectroscopic Identification of ether by GC | description: Spectroscopic Identification of ether by GC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by GC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 885 | topic: Spectroscopic Identification of ether by HPLC | description: Spectroscopic Identification of ether by HPLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by HPLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 886 | topic: Spectroscopic Identification of ether by TLC | description: Spectroscopic Identification of ether by TLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by TLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 887 | topic: Spectroscopic Identification of ether by MS | description: Spectroscopic Identification of ether by MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 888 | topic: Spectroscopic Identification of ether by XRD | description: Spectroscopic Identification of ether by XRD: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by XRD,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 889 | topic: Spectroscopic Identification of ether by DSC | description: Spectroscopic Identification of ether by DSC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by DSC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 890 | topic: Spectroscopic Identification of ether by TGA | description: Spectroscopic Identification of ether by TGA: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by TGA,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 891 | topic: Spectroscopic Identification of ether by ICP‑MS | description: Spectroscopic Identification of ether by ICP‑MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by ICP‑MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 892 | topic: Spectroscopic Identification of ether by Ion Chromatography | description: Spectroscopic Identification of ether by Ion Chromatography: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of ether by Ion Chromatography,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 893 | topic: Spectroscopic Identification of phenyl by IR | description: Spectroscopic Identification of phenyl by IR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by IR,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 894 | topic: Spectroscopic Identification of phenyl by ¹H NMR | description: Spectroscopic Identification of phenyl by ¹H NMR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by ¹H NMR,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 895 | topic: Spectroscopic Identification of phenyl by ¹³C NMR | description: Spectroscopic Identification of phenyl by ¹³C NMR: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by ¹³C NMR,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 896 | topic: Spectroscopic Identification of phenyl by UV–Vis | description: Spectroscopic Identification of phenyl by UV–Vis: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by UV–Vis,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 897 | topic: Spectroscopic Identification of phenyl by GC | description: Spectroscopic Identification of phenyl by GC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by GC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 898 | topic: Spectroscopic Identification of phenyl by HPLC | description: Spectroscopic Identification of phenyl by HPLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by HPLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 899 | topic: Spectroscopic Identification of phenyl by TLC | description: Spectroscopic Identification of phenyl by TLC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by TLC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 900 | topic: Spectroscopic Identification of phenyl by MS | description: Spectroscopic Identification of phenyl by MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 901 | topic: Spectroscopic Identification of phenyl by XRD | description: Spectroscopic Identification of phenyl by XRD: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by XRD,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 902 | topic: Spectroscopic Identification of phenyl by DSC | description: Spectroscopic Identification of phenyl by DSC: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by DSC,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 903 | topic: Spectroscopic Identification of phenyl by TGA | description: Spectroscopic Identification of phenyl by TGA: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by TGA,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 904 | topic: Spectroscopic Identification of phenyl by ICP‑MS | description: Spectroscopic Identification of phenyl by ICP‑MS: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by ICP‑MS,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 905 | topic: Spectroscopic Identification of phenyl by Ion Chromatography | description: Spectroscopic Identification of phenyl by Ion Chromatography: definition, key principles, and typical applications. | example: Example: IR C=O stretch at ~1715 cm⁻¹ confirms ketone; ¹H NMR singlet δ 2.1 (acetyl CH3).",chemistry,Spectroscopic Identification of phenyl by Ion Chromatography,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 906 | topic: Quantitative Analysis of Caffeine using HPLC | description: Quantitative Analysis of Caffeine using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Caffeine using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 907 | topic: Quantitative Analysis of Caffeine using UV–Vis | description: Quantitative Analysis of Caffeine using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Caffeine using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 908 | topic: Quantitative Analysis of Caffeine using GC | description: Quantitative Analysis of Caffeine using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Caffeine using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 909 | topic: Quantitative Analysis of Caffeine using Titration | description: Quantitative Analysis of Caffeine using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Caffeine using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 910 | topic: Quantitative Analysis of Acetaminophen using HPLC | description: Quantitative Analysis of Acetaminophen using HPLC: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Acetaminophen using HPLC,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 911 | topic: Quantitative Analysis of Acetaminophen using UV–Vis | description: Quantitative Analysis of Acetaminophen using UV–Vis: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Acetaminophen using UV–Vis,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 912 | topic: Quantitative Analysis of Acetaminophen using GC | description: Quantitative Analysis of Acetaminophen using GC: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Acetaminophen using GC,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 913 | topic: Quantitative Analysis of Acetaminophen using Titration | description: Quantitative Analysis of Acetaminophen using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Acetaminophen using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 914 | topic: Quantitative Analysis of Aspirin using HPLC | description: Quantitative Analysis of Aspirin using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Aspirin using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 915 | topic: Quantitative Analysis of Aspirin using UV–Vis | description: Quantitative Analysis of Aspirin using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Aspirin using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 916 | topic: Quantitative Analysis of Aspirin using GC | description: Quantitative Analysis of Aspirin using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Aspirin using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 917 | topic: Quantitative Analysis of Aspirin using Titration | description: Quantitative Analysis of Aspirin using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Aspirin using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 918 | topic: Quantitative Analysis of Glucose using HPLC | description: Quantitative Analysis of Glucose using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Glucose using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 919 | topic: Quantitative Analysis of Glucose using UV–Vis | description: Quantitative Analysis of Glucose using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Glucose using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 920 | topic: Quantitative Analysis of Glucose using GC | description: Quantitative Analysis of Glucose using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Glucose using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 921 | topic: Quantitative Analysis of Glucose using Titration | description: Quantitative Analysis of Glucose using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Glucose using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 922 | topic: Quantitative Analysis of Ethanol using HPLC | description: Quantitative Analysis of Ethanol using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Ethanol using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 923 | topic: Quantitative Analysis of Ethanol using UV–Vis | description: Quantitative Analysis of Ethanol using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Ethanol using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 924 | topic: Quantitative Analysis of Ethanol using GC | description: Quantitative Analysis of Ethanol using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Ethanol using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 925 | topic: Quantitative Analysis of Ethanol using Titration | description: Quantitative Analysis of Ethanol using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Ethanol using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 926 | topic: Quantitative Analysis of Chloride using HPLC | description: Quantitative Analysis of Chloride using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Chloride using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 927 | topic: Quantitative Analysis of Chloride using UV–Vis | description: Quantitative Analysis of Chloride using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Chloride using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 928 | topic: Quantitative Analysis of Chloride using GC | description: Quantitative Analysis of Chloride using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Chloride using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 929 | topic: Quantitative Analysis of Chloride using Titration | description: Quantitative Analysis of Chloride using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Chloride using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 930 | topic: Quantitative Analysis of Nitrate using HPLC | description: Quantitative Analysis of Nitrate using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Nitrate using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 931 | topic: Quantitative Analysis of Nitrate using UV–Vis | description: Quantitative Analysis of Nitrate using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Nitrate using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 932 | topic: Quantitative Analysis of Nitrate using GC | description: Quantitative Analysis of Nitrate using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Nitrate using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 933 | topic: Quantitative Analysis of Nitrate using Titration | description: Quantitative Analysis of Nitrate using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Nitrate using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 934 | topic: Quantitative Analysis of Phosphate using HPLC | description: Quantitative Analysis of Phosphate using HPLC: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Phosphate using HPLC,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 935 | topic: Quantitative Analysis of Phosphate using UV–Vis | description: Quantitative Analysis of Phosphate using UV–Vis: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Phosphate using UV–Vis,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 936 | topic: Quantitative Analysis of Phosphate using GC | description: Quantitative Analysis of Phosphate using GC: definition, key principles, and typical applications. | example: Example: Buffer 0.10 M CH3COOH/0.10 M CH3COONa → pH ≈ pKa = 4.76; add small HCl, pH changes slightly.",chemistry,Quantitative Analysis of Phosphate using GC,chemistry_topics_1000_unique.csv,medium,45,1.0
"no: 937 | topic: Quantitative Analysis of Phosphate using Titration | description: Quantitative Analysis of Phosphate using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Phosphate using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 938 | topic: Quantitative Analysis of Sulfate using HPLC | description: Quantitative Analysis of Sulfate using HPLC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Sulfate using HPLC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 939 | topic: Quantitative Analysis of Sulfate using UV–Vis | description: Quantitative Analysis of Sulfate using UV–Vis: definition, key principles, and typical applications. | example: Provide balanced equation, numeric data, or experiment summary.",chemistry,Quantitative Analysis of Sulfate using UV–Vis,chemistry_topics_1000_unique.csv,medium,34,1.0
"no: 940 | topic: Quantitative Analysis of Sulfate using GC | description: Quantitative Analysis of Sulfate using GC: definition, key principles, and typical applications. | example: Example: HPLC separates caffeine (tR=3.4 min) from acetaminophen (tR=5.1 min); UV at 273 nm.",chemistry,Quantitative Analysis of Sulfate using GC,chemistry_topics_1000_unique.csv,medium,40,1.0
"no: 941 | topic: Quantitative Analysis of Sulfate using Titration | description: Quantitative Analysis of Sulfate using Titration: definition, key principles, and typical applications. | example: Example: 25.00 mL 0.100 M HCl titrated with 0.100 M NaOH → equivalence at 25.00 mL; pH=7.",chemistry,Quantitative Analysis of Sulfate using Titration,chemistry_topics_1000_unique.csv,medium,43,1.0
"no: 942 | topic: Environmental Removal of Pb²⁺ via adsorption on activated carbon | description: Environmental Removal of Pb²⁺ via adsorption on activated carbon: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via adsorption on activated carbon,chemistry_topics_1000_unique.csv,easy,46,1.0
"no: 943 | topic: Environmental Removal of Pb²⁺ via ion exchange resin | description: Environmental Removal of Pb²⁺ via ion exchange resin: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via ion exchange resin,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 944 | topic: Environmental Removal of Pb²⁺ via precipitation as hydroxide | description: Environmental Removal of Pb²⁺ via precipitation as hydroxide: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via precipitation as hydroxide,chemistry_topics_1000_unique.csv,easy,44,1.0
"no: 945 | topic: Environmental Removal of Pb²⁺ via Fenton oxidation | description: Environmental Removal of Pb²⁺ via Fenton oxidation: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via Fenton oxidation,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 946 | topic: Environmental Removal of Pb²⁺ via photocatalysis (TiO₂) | description: Environmental Removal of Pb²⁺ via photocatalysis (TiO₂): definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via photocatalysis (TiO₂),chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 947 | topic: Environmental Removal of Pb²⁺ via air stripping | description: Environmental Removal of Pb²⁺ via air stripping: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via air stripping,chemistry_topics_1000_unique.csv,easy,42,1.0
"no: 948 | topic: Environmental Removal of Pb²⁺ via bio‑remediation | description: Environmental Removal of Pb²⁺ via bio‑remediation: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Pb²⁺ via bio‑remediation,chemistry_topics_1000_unique.csv,easy,40,1.0
"no: 949 | topic: Environmental Removal of Cr(VI) via adsorption on activated carbon | description: Environmental Removal of Cr(VI) via adsorption on activated carbon: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Cr(VI) via adsorption on activated carbon,chemistry_topics_1000_unique.csv,easy,46,1.0
"no: 950 | topic: Environmental Removal of Cr(VI) via ion exchange resin | description: Environmental Removal of Cr(VI) via ion exchange resin: definition, key principles, and typical applications. | example: Example: Adsorption of Pb²⁺ on activated carbon follows Langmuir isotherm; q_max estimated from fit.",chemistry,Environmental Removal of Cr(VI) via ion exchange resin,chemistry_topics_1000_unique.csv,easy,44,1.0
